o:id,o:resource_class,schema:sameAs,jdc:valeurUtilite,jdc:hasRencontre,dcterms:title,foaf:firstName,foaf:lastName,foaf:givenName,foaf:homepage,schema:relatedLink
62204,foaf:Person,,,,Conseil national du numérique (CNN),Conseil national du numérique,(CNN),Conseil national du numérique (CNN),,
62274,foaf:Person,,,,Andrew Abbott,Andrew,Abbott,Andrew Abbott,,
61797,foaf:Person,,,,Robert P. Abelson,Robert P.,Abelson,Robert P. Abelson,,
62206,foaf:Person,,,,Omar Abou Khaled,Omar,Abou Khaled,Omar Abou Khaled,,
299965,foaf:Person,,10,20,Safia Abouad,Safia,Abouad,Safia Abouad,,
62210,foaf:Person,,,,Géraldine Abrami,Géraldine,Abrami,Géraldine Abrami,,
62387,foaf:Person,,,,B. Thomas Adler,B. Thomas,Adler,B. Thomas Adler,,
62151,foaf:Person,,,,Hicham-Stéphane Afeissa,Hicham-Stéphane,Afeissa,Hicham-Stéphane Afeissa,,
62779,foaf:Person,,,,Zoubida Afoutni,Zoubida,Afoutni,Zoubida Afoutni,,
61734,foaf:Person,,,,Franck Aggeri,Franck,Aggeri,Franck Aggeri,,
61576,foaf:Person,,,,M. Agrawala,M.,Agrawala,M. Agrawala,,
62601,foaf:Person,,,,Frédérique Aït-Touati,Frédérique,Aït-Touati,Frédérique Aït-Touati,,
61209,foaf:Person,,,,Omraam Mikhael Aïvanhov,Omraam Mikhael,Aïvanhov,Omraam Mikhael Aïvanhov,,
62615,foaf:Person,,,,Madeleine Akrich,Madeleine,Akrich,Madeleine Akrich,,
61240,foaf:Person,,,,Séraphin Alava,Séraphin,Alava,Séraphin Alava,,
299915,foaf:Person,,,,Mahault Albarracin,Mahault,Albarracin,Mahault Albarracin,,
61631,foaf:Person,,,,Brigitte Albero,Brigitte,Albero,Brigitte Albero,,
62148,foaf:Person,,,,Jean-Pierre Albert,Jean-Pierre,Albert,Jean-Pierre Albert,,
61911,foaf:Person,,,,Vassil Alexandrov,Vassil,Alexandrov,Vassil Alexandrov,,
62101,foaf:Person,,,,Ekaterina Alexeeva,Ekaterina,Alexeeva,Ekaterina Alexeeva,,
62445,foaf:Person,,,,Romain Allais,Romain,Allais,Romain Allais,,
62394,foaf:Person,,,,Dean Allemang,Dean,Allemang,Dean Allemang,,
61507,foaf:Person,,,,Eric Alliez,Eric,Alliez,Eric Alliez,,
62340,foaf:Person,,3,10,Camille Alloing,Camille,Alloing,Camille Alloing,,
62415,foaf:Person,,,,Olivier Alphand,Olivier,Alphand,Olivier Alphand,,
62576,foaf:Person,,,,Julian Alvarez,Julian,Alvarez,Julian Alvarez,,
61336,foaf:Person,,,,Francisco Alvarez-Cavazos,Francisco,Alvarez-Cavazos,Francisco Alvarez-Cavazos,,
62211,foaf:Person,,,,Marion Amalric,Marion,Amalric,Marion Amalric,,
61355,foaf:Person,,,,Pierre-Henri Amalric,Pierre-Henri,Amalric,Pierre-Henri Amalric,,
61531,foaf:Person,,,,Florence Amardeilh,Florence,Amardeilh,Florence Amardeilh,,
62732,foaf:Person,61218,3,30,Armand Etienne Amato,Armand Etienne,Amato,Armand Etienne Amato,,
61218,foaf:Person,,3,30,Étienne Armand Amato,Étienne Armand,Amato,Étienne Armand Amato,,
61071,foaf:Person,,,,Frédéric Amblard,Frédéric,Amblard,Frédéric Amblard,,
61264,foaf:Person,,,,Philippe Henri Louis Amiel,Philippe Henri Louis,Amiel,Philippe Henri Louis Amiel,,
62462,foaf:Person,,20,60,Mehdi Ammi,Mehdi,Ammi,Mehdi Ammi,,
62416,foaf:Person,,,,Michele Amoretti,Michele,Amoretti,Michele Amoretti,,
62146,foaf:Person,,,,Mathieu Amy,Mathieu,Amy,Mathieu Amy,,
62614,foaf:Person,,,,B. Ancori,B.,Ancori,B. Ancori,,
62656,foaf:Person,,,,María Andérez Valdavida,María,Andérez Valdavida,María Andérez Valdavida,,
61754,foaf:Person,,,,Günther Anders,Günther,Anders,Günther Anders,,
61927,foaf:Person,,,,Lise Andries,Lise,Andries,Lise Andries,,
62070,foaf:Person,,20,60,Mathieu Andro,Mathieu,Andro,Mathieu Andro,,
299969,foaf:Person,,,,Tiffany Andry,Tiffany,Andry,Tiffany Andry,,
62205,foaf:Person,,,,Leonardo Angelini,Leonardo,Angelini,Leonardo Angelini,,
62098,foaf:Person,,,,Rossana De Angelis,Rossana De,Angelis,Rossana De Angelis,,
61922,foaf:Person,,,,Anila Angjeli,Anila,Angjeli,Anila Angjeli,,
62212,foaf:Person,,,,Brice Anselme,Brice,Anselme,Brice Anselme,,
299940,foaf:Person,,20,,Masure Anthony,Masure,Anthony,Masure Anthony,,
61721,foaf:Person,,,,Marcel Antoine,Marcel,Antoine,Marcel Antoine,,
62713,foaf:Person,,30,,San Antonio,San,Antonio,San- Antonio,,
62368,foaf:Person,,,,Grigoris Antoniou,Grigoris,Antoniou,Grigoris Antoniou,,
61861,foaf:Person,,,,Pascale Aoudé,Pascale,Aoudé,Pascale Aoudé,,
61952,foaf:Person,,,,Améziane Aoussat,Améziane,Aoussat,Améziane Aoussat,,
61701,foaf:Person,,,,Leo Apostel,Leo,Apostel,Leo Apostel,,
62607,foaf:Person,,,,Charles Appuhn,Charles,Appuhn,Charles Appuhn,,
62519,foaf:Person,,,,Sinan Aral,Sinan,Aral,Sinan Aral,,
62290,foaf:Person,,,,Claudio A. Ardagna,Claudio A.,Ardagna,Claudio A. Ardagna,,
62602,foaf:Person,,,,Alexandra Arènes,Alexandra,Arènes,Alexandra Arènes,,
61895,foaf:Person,,,,Michel Arnaud,Michel,Arnaud,Michel Arnaud,,
62632,foaf:Person,,,,Francis Arnion,Francis,Arnion,Francis Arnion,,
62367,foaf:Person,62399,,,Lora Aroyo,Lora,Aroyo,Lora Aroyo,,
62399,foaf:Person,,,,Lora M. Aroyo,Lora M.,Aroyo,Lora M. Aroyo,,
61948,foaf:Person,,3,30,Béa Arruabarrena,Béa,Arruabarrena,Béa Arruabarrena,,
61752,foaf:Person,,,,Naveen Ashish,Naveen,Ashish,Naveen Ashish,,
61723,foaf:Person,,,,Sophie Aslanidou,Sophie,Aslanidou,Sophie Aslanidou,,
62118,foaf:Person,,,,Christophe Assens,Christophe,Assens,Christophe Assens,,
61135,foaf:Person,,,,Jean-Pierre Astolfi,Jean-Pierre,Astolfi,Jean-Pierre Astolfi,,
61593,foaf:Person,,,,Henri Atlan,Henri,Atlan,Henri Atlan,,
62069,foaf:Person,,,,Amélie Audiberti,Amélie,Audiberti,Amélie Audiberti,,
62400,foaf:Person,,,,Sören Auer,Sören,Auer,Sören Auer,,
62704,foaf:Person,,,,Marie Augendre,Marie,Augendre,Marie Augendre,,
61315,foaf:Person,,,,Marc Augier,Marc,Augier,Marc Augier,,
61975,foaf:Person,,,,Michel Authier,Michel,Authier,Michel Authier,,
62159,foaf:Person,,,,Philippe Averlant,Philippe,Averlant,Philippe Averlant,,
61277,foaf:Person,,,,Magda Azzu,Magda,Azzu,Magda Azzu,,
61387,foaf:Person,,,,Igor Babou,Igor,Babou,Igor Babou,,
61098,foaf:Person,,50,,Gaston Bachelard,Gaston,Bachelard,Gaston Bachelard,,
61303,foaf:Person,,60,20,Bruno Bachimont,Bruno,Bachimont,Bruno Bachimont,,
61166,foaf:Person,,40,,Alain Badiou,Alain,Badiou,Alain Badiou,,
62554,foaf:Person,,,,Romain Badouard,Romain,Badouard,Romain Badouard,,
62680,foaf:Person,,,,Kenneth J. Bagstad,Kenneth J.,Bagstad,Kenneth J. Bagstad,,
62547,foaf:Person,,,,Normand Baillargeon,Normand,Baillargeon,Normand Baillargeon,,
61444,foaf:Person,,,,Francis Bailly,Francis,Bailly,Francis Bailly,,
61526,foaf:Person,,,,David Bainbridge,David,Bainbridge,David Bainbridge,,
62757,foaf:Person,,,,Flavien Balbo,Flavien,Balbo,Flavien Balbo,,
61435,foaf:Person,,,,Andrea Baldassarri,Andrea,Baldassarri,Andrea Baldassarri,,
61320,foaf:Person,,,,Ivana Ballarini-Santonocito,Ivana,Ballarini-Santonocito,Ivana Ballarini-Santonocito,,
62094,foaf:Person,,,,Laurent Balon,Laurent,Balon,Laurent Balon,,
61153,foaf:Person,,70,70,Jean-Pierre Balpe,Jean-Pierre,Balpe,Jean-Pierre Balpe,,
61116,foaf:Person,,50,60,Claude Baltz,Claude,Baltz,Claude Baltz,,
62451,foaf:Person,,,,Ines Bannour,Ines,Bannour,Ines Bannour,,
62213,foaf:Person,,,,Arnaud Banos,Arnaud,Banos,Arnaud Banos,,
62465,foaf:Person,,,,Feng Bao,Feng,Bao,Feng Bao,,
61428,foaf:Person,,,,Abderrahim Bargaoui,Abderrahim,Bargaoui,Abderrahim Bargaoui,,
62160,foaf:Person,,,,Karim Barkati,Karim,Barkati,Karim Barkati,,
61688,foaf:Person,,,,Jonathan Barnes,Jonathan,Barnes,Jonathan Barnes,,
61866,foaf:Person,,,,Georges-Louis Baron,Georges-Louis,Baron,Georges-Louis Baron,,
62097,foaf:Person,,,,Antonio Baroni,Antonio,Baroni,Antonio Baroni,,
61951,foaf:Person,,,,Jessy Barré,Jessy,Barré,Jessy Barré,,
61712,foaf:Person,,,,Jean-Hugues Barthélémy,Jean-Hugues,Barthélémy,Jean-Hugues Barthélémy,,
61600,foaf:Person,,,,Alain-Marie Bassy,Alain-Marie,Bassy,Alain-Marie Bassy,,
62783,foaf:Person,,,,Mathieu Bastian,Mathieu,Bastian,Mathieu Bastian,,
62120,foaf:Person,,,,Gilles Bastin,Gilles,Bastin,Gilles Bastin,,
61056,foaf:Person,,30,,Gregory Bateson,Gregory,Bateson,Gregory Bateson,,
61073,foaf:Person,,30,,Noëlle. Batt,Noëlle.,Batt,Noëlle. Batt,,
62061,foaf:Person,,,,Michèle Battisti,Michèle,Battisti,Michèle Battisti,,
61164,foaf:Person,62061,,,M. Battistini,M.,Battistini,M. Battistini,,
61865,foaf:Person,,,,Amal Battou,Amal,Battou,Amal Battou,,
61278,foaf:Person,,30,,Jean Baudrillard,Jean,Baudrillard,Jean Baudrillard,,
62174,foaf:Person,,,,Benoit Baudry,Benoit,Baudry,Benoit Baudry,,
62130,foaf:Person,,,,Zygmunt Bauman,Zygmunt,Bauman,Zygmunt Bauman,,
62574,foaf:Person,,,,Roger Bautier,Roger,Bautier,Roger Bautier,,
61497,foaf:Person,,,,Denis Bayart,Denis,Bayart,Denis Bayart,,
61545,foaf:Person,,,,Pierre Bazantay,Pierre,Bazantay,Pierre Bazantay,,
61381,foaf:Person,,,,Thierry Bazillon,Thierry,Bazillon,Thierry Bazillon,,
62259,foaf:Person,,,,Laurent Beauguitte,Laurent,Beauguitte,Laurent Beauguitte,,
61760,foaf:Person,,,,Liliane Beaulieu,Liliane,Beaulieu,Liliane Beaulieu,,
61082,foaf:Person,,,,Jean-Claude Beaune,Jean-Claude,Beaune,Jean-Claude Beaune,,
61696,foaf:Person,,,,Yves Beaupérin,Yves,Beaupérin,Yves Beaupérin,,
62214,foaf:Person,,,,Elise Beck,Elise,Beck,Elise Beck,,
62215,foaf:Person,,,,Nicolas Becu,Nicolas,Becu,Nicolas Becu,,
61067,foaf:Person,,,,B. B Bederson,B. B,Bederson,B. B Bederson,,
299941,foaf:Person,,,,Michèle Béguin,Michèle,Béguin,Michèle Béguin,,
62775,foaf:Person,,,,Pascal Béguin,Pascal,Béguin,Pascal Béguin,,
61919,foaf:Person,,,,Mostafa Bellafkih,Mostafa,Bellafkih,Mostafa Bellafkih,,
62664,foaf:Person,,,,E. M. S. Belle,E. M. S.,Belle,E. M. S. Belle,,
62245,foaf:Person,,,,Z. Belmandt,Z.,Belmandt,Z. Belmandt,,
62352,foaf:Person,,,,Abdelkrim Beloued,Abdelkrim,Beloued,Abdelkrim Beloued,,
62493,foaf:Person,,,,Frederick Benaben,Frederick,Benaben,Frederick Benaben,,
62556,foaf:Person,,,,Shlomo Benartzi,Shlomo,Benartzi,Shlomo Benartzi,,
62781,foaf:Person,,,,Bilel Benbouzid,Bilel,Benbouzid,Bilel Benbouzid,,
61735,foaf:Person,,,,Elena Benderskaya,Elena,Benderskaya,Elena Benderskaya,,
61517,foaf:Person,,,,A. Bénel,A.,Bénel,A. Bénel,,
61396,foaf:Person,,,,Aurélien Bénel,Aurélien,Bénel,Aurélien Bénel,,
299961,foaf:Person,,,,Yoshua Bengio,Yoshua,Bengio,Yoshua Bengio,,
62507,foaf:Person,,,,Yochai Benkler,Yochai,Benkler,Yochai Benkler,,
61325,foaf:Person,,,,David Benmahdi-Gombert,David,Benmahdi-Gombert,David Benmahdi-Gombert,,
62005,foaf:Person,,,,Chantal Benoit-Barné,Chantal,Benoit-Barné,Chantal Benoit-Barné,,
61658,foaf:Person,,,,F. Bentayeb,F.,Bentayeb,F. Bentayeb,,
62497,foaf:Person,,,,Sophie Berckhan,Sophie,Berckhan,Sophie Berckhan,,
541208,foaf:Person,,20,20,Rocio Berenguer,Rocio,Berenguer,Rocio Berenguer,,
62071,foaf:Person,,,,Francesco Beretta,Francesco,Beretta,Francesco Beretta,,
61710,foaf:Person,,,,Veronique Bergen,Veronique,Bergen,Veronique Bergen,,
61370,foaf:Person,,,,Alain Berger,Alain,Berger,Alain Berger,,
61311,foaf:Person,,,,Christian. Berger-Vachon,Christian.,Berger-Vachon,Christian. Berger-Vachon,,
61393,foaf:Person,,50,,Henri Bergson,Henri,Bergson,Henri Bergson,,
61742,foaf:Person,,10,5,Françoise Bernard,Françoise,Bernard,Françoise Bernard,,
62535,foaf:Person,,,,Julien Bernard,Julien,Bernard,Julien Bernard,,
61695,foaf:Person,,,,Philippe Bernard,Philippe,Bernard,Philippe Bernard,,
61146,foaf:Person,,50,,Tim Berners-Lee,Tim,Berners-Lee,Tim Berners-Lee,,
61097,foaf:Person,,50,,Thomas Berns,Thomas,Berns,Thomas Berns,,
62710,foaf:Person,,,, BERNS/REIGELUTH,,BERNS/REIGELUTH, BERNS/REIGELUTH,,
61976,foaf:Person,,20,20,Mark Bernstein,Mark,Bernstein,Mark Bernstein,,
61291,foaf:Person,,70,,Augustin Berque,Augustin,Berque,Augustin Berque,,
62758,foaf:Person,,,,Fiona Berreby,Fiona,Berreby,Fiona Berreby,,
61662,foaf:Person,,,,David M. Berry,David M.,Berry,David M. Berry,,
61816,foaf:Person,,,,Hugues Bersini,Hugues,Bersini,Hugues Bersini,,
62002,foaf:Person,,,,Jean-François Bert,Jean-François,Bert,Jean-François Bert,,
62023,foaf:Person,,,,Franck Berthelon,Franck,Berthelon,Franck Berthelon,,
62039,foaf:Person,,,,Gilles Bertin,Gilles,Bertin,Gilles Bertin,,
61525,foaf:Person,,30,,Jacques Bertin,Jacques,Bertin,Jacques Bertin,,
62040,foaf:Person,,,,Annie Bertrand,Annie,Bertrand,Annie Bertrand,,
61220,foaf:Person,,,,Denis Bertrand,Denis,Bertrand,Denis Bertrand,,
61882,foaf:Person,,,,Dominique Besagni,Dominique,Besagni,Dominique Besagni,,
62557,foaf:Person,,,,John Beshears,John,Beshears,John Beshears,,
61181,foaf:Person,,,,Jean-Michel Besnier,Jean-Michel,Besnier,Jean-Michel Besnier,,
61560,foaf:Person,,,,C. Bessière,C.,Bessière,C. Bessière,,
61571,foaf:Person,,,,Raphaël Bessis,Raphaël,Bessis,Raphaël Bessis,,
62354,foaf:Person,,,20,Rémy Besson,Rémy,Besson,Rémy Besson,,
62515,foaf:Person,,,,Jean-Samuel Beuscart,Jean-Samuel,Beuscart,Jean-Samuel Beuscart,,
61508,foaf:Person,,,,Pierre Beust,Pierre,Beust,Pierre Beust,,
62481,foaf:Person,,20,20,Anne Beyaert-Geslin,Anne,Beyaert-Geslin,Anne Beyaert-Geslin,,
62681,foaf:Person,,,,Nirmal Bhagabati,Nirmal,Bhagabati,Nirmal Bhagabati,,
62104,foaf:Person,,,,Claudia Savina Bianchini,Claudia Savina,Bianchini,Claudia Savina Bianchini,,
61785,foaf:Person,,,,Claire Bidart,Claire,Bidart,Claire Bidart,,
62409,foaf:Person,,,,Joanna Biega,Joanna,Biega,Joanna Biega,,
61613,foaf:Person,,,,Alexis Bienvenu,Alexis,Bienvenu,Alexis Bienvenu,,
62668,foaf:Person,,,,Heather Bingham,Heather,Bingham,Heather Bingham,,
62008,foaf:Person,,,,Michel Bitbol,Michel,Bitbol,Michel Bitbol,,
61345,foaf:Person,,,,Alan F. Blackwell,Alan F.,Blackwell,Alan F. Blackwell,,
62115,foaf:Person,,,,J. Anthony Blair,J. Anthony,Blair,J. Anthony Blair,,
62625,foaf:Person,,,,Élodie Vieille Blanchard,Élodie Vieille,Blanchard,Élodie Vieille Blanchard,,
61043,foaf:Person,,,,Robert Blanché,Robert,Blanché,Robert Blanché,,
62216,foaf:Person,,,,Baptiste Blanpain,Baptiste,Blanpain,Baptiste Blanpain,,
61761,foaf:Person,,,,Bruno Blind,Bruno,Blind,Bruno Blind,,
61647,foaf:Person,,,,Isabelle Bloch,Isabelle,Bloch,Isabelle Bloch,,
62050,foaf:Person,,,,Orna Bloch,Orna,Bloch,Orna Bloch,,
61616,foaf:Person,,,,Michel Blondel,Michel,Blondel,Michel Blondel,,
61954,foaf:Person,,,,Camille Bloomfield,Camille,Bloomfield,Camille Bloomfield,,
62375,foaf:Person,,,,Andreas Blumauer,Andreas,Blumauer,Andreas Blumauer,,
62184,foaf:Person,,,,Thomas Boccon-Gibod,Thomas,Boccon-Gibod,Thomas Boccon-Gibod,,
61354,foaf:Person,,,,Gaël Bodet,Gaël,Bodet,Gaël Bodet,,
61824,foaf:Person,,20,30,Franck Bodin,Franck,Bodin,Franck Bodin,,
62675,foaf:Person,,,,Daniel Boffety,Daniel,Boffety,Daniel Boffety,,
62494,foaf:Person,,,,Nicolas Boissel-Dallier,Nicolas,Boissel-Dallier,Nicolas Boissel-Dallier,,
62759,foaf:Person,,,,Olivier Boissier,Olivier,Boissier,Olivier Boissier,,
61781,foaf:Person,,,,Eric Bonabeau,Eric,Bonabeau,Eric Bonabeau,,
541198,foaf:Person,,,,Jérôme Bondu,Jérôme,Bondu,Jérôme Bondu,,
62760,foaf:Person,,,,Vincent Bonnemains,Vincent,Bonnemains,Vincent Bonnemains,,
61611,foaf:Person,,,20,Christian Bonnet,Christian,Bonnet,Christian Bonnet,,
62761,foaf:Person,,,,Grégory Bonnet,Grégory,Bonnet,Grégory Bonnet,,
61817,foaf:Person,,,,Robert Bononno,Robert,Bononno,Robert Bononno,,
62724,foaf:Person,,,,Vincent Bontems,Vincent,Bontems,Vincent Bontems,,
61224,foaf:Person,,70,80,Philippe Bootz,Philippe,Bootz,Philippe Bootz,,
61182,foaf:Person,,,,Jacques Bordé,Jacques,Bordé,Jacques Bordé,,
61412,foaf:Person,,,,Marie-Jeanne Borel,Marie-Jeanne,Borel,Marie-Jeanne Borel,,
62514,foaf:Person,,,,Céline Borelle,Céline,Borelle,Céline Borelle,,
61334,foaf:Person,,,,Christine L. Borgman,Christine L.,Borgman,Christine L. Borgman,,
62341,foaf:Person,,,,Marie-Christine Bornes-Varol,Marie-Christine,Bornes-Varol,Marie-Christine Bornes-Varol,,
61669,foaf:Person,,,,Mario Borrillo,Mario,Borrillo,Mario Borrillo,,
62288,foaf:Person,,,,Maroua Borsali,Maroua,Borsali,Maroua Borsali,,
62334,foaf:Person,,,,Grégoire Borst,Grégoire,Borst,Grégoire Borst,,
299968,foaf:Person,,,,Marie-Mathilde Bortolotti,Marie-Mathilde,Bortolotti,Marie-Mathilde Bortolotti,,
62026,foaf:Person,,,,Camille Bosqué,Camille,Bosqué,Camille Bosqué,,
61568,foaf:Person,,10,10,Jean-Yves Bosseur,Jean-Yves,Bosseur,Jean-Yves Bosseur,,
62170,foaf:Person,,40,,Michael Bostock,Michael,Bostock,Michael Bostock,,
62077,foaf:Person,,,,Françoise Bottéro,Françoise,Bottéro,Françoise Bottéro,,
62272,foaf:Person,,,,Thomas Bottini,Thomas,Bottini,Thomas Bottini,,
62107,foaf:Person,,,,Mohamed Bouamama,Mohamed,Bouamama,Mohamed Bouamama,,
61726,foaf:Person,,20,30,Serge Bouchardon,Serge,Bouchardon,Serge Bouchardon,,
62490,foaf:Person,,,,Aymeric Bouchereau,Aymeric,Bouchereau,Aymeric Bouchereau,,
61806,foaf:Person,,,,Valérie Lavergne Boudier,Valérie Lavergne,Boudier,Valérie Lavergne Boudier,,
61293,foaf:Person,,,,Pierre Boudon,Pierre,Boudon,Pierre Boudon,,
61152,foaf:Person,,30,80,Nasreddine BouhaÏ,Nasreddine,BouhaÏ,Nasreddine BouhaÏ,,
62426,foaf:Person,,,,Sabrina Boulesnane,Sabrina,Boulesnane,Sabrina Boulesnane,,
61122,foaf:Person,,30,10,Pierre Boulez,Pierre,Boulez,Pierre Boulez,,
61402,foaf:Person,,10,10,Dominique Boullier,Dominique,Boullier,Dominique Boullier,,
62548,foaf:Person,,30,80,Renée Bourassa,Renée,Bourassa,Renée Bourassa,,
62034,foaf:Person,,,,Yolaine Bourda,Yolaine,Bourda,Yolaine Bourda,,
61057,foaf:Person,,,,Michel Bourdeau,Michel,Bourdeau,Michel Bourdeau,,
61728,foaf:Person,,,,Hélène Bourdeloie,Hélène,Bourdeloie,Hélène Bourdeloie,,
61208,foaf:Person,,30,,Pierre Bourdieu,Pierre,Bourdieu,Pierre Bourdieu,,
299973,foaf:Person,,,,Amel Bourenane,Amel,Bourenane,Amel Bourenane,,
62629,foaf:Person,,,,Dominique Bourg,Dominique,Bourg,Dominique Bourg,,
61809,foaf:Person,,,,Étienne Bourgeois,Étienne,Bourgeois,Étienne Bourgeois,,
62762,foaf:Person,,,,Gauvain Bourgne,Gauvain,Bourgne,Gauvain Bourgne,,
61659,foaf:Person,,,,O. Boussaïd,O.,Boussaïd,O. Boussaïd,,
61364,foaf:Person,,,,Pierre Boutang,Pierre,Boutang,Pierre Boutang,,
61357,foaf:Person,,20,,Yann Moulier Boutang,Yann Moulier,Boutang,Yann Moulier Boutang,,
62169,foaf:Person,,,,Jean-Jacques Boutaud,Jean-Jacques,Boutaud,Jean-Jacques Boutaud,,
61217,foaf:Person,,,,Manuel Boutet,Manuel,Boutet,Manuel Boutet,,
61352,foaf:Person,,,,Anne Bouthry,Anne,Bouthry,Anne Bouthry,,
62617,foaf:Person,,,,Eric Boutin,Eric,Boutin,Eric Boutin,,
62275,foaf:Person,,,,Hugo Bouvard,Hugo,Bouvard,Hugo Bouvard,,
61118,foaf:Person,,10,,Jacques Bouveresse,Jacques,Bouveresse,Jacques Bouveresse,,
62427,foaf:Person,,,,Laïd Bouzidi,Laïd,Bouzidi,Laïd Bouzidi,,
299971,foaf:Person,,,,Jeremy Boy,Jeremy,Boy,Jeremy Boy,,
61574,foaf:Person,,20,,Danah Boyd,Danah,Boyd,Danah Boyd,,
61532,foaf:Person,,,,Isabelle Boydens,Isabelle,Boydens,Isabelle Boydens,,
62329,foaf:Person,,,,S. ter Braake,S. ter,Braake,S. ter Braake,,
62540,foaf:Person,,,,Jason L. G. Braasch,Jason L. G.,Braasch,Jason L. G. Braasch,,
62531,foaf:Person,,,,Guido Brake,Guido,Brake,Guido Brake,,
541214,foaf:Person,,,,Per Aage Brandt,Per Aage,Brandt,Per Aage Brandt,,
62652,foaf:Person,,,,Benjamin H. Bratton,Benjamin H.,Bratton,Benjamin H. Bratton,,
62377,foaf:Person,,,,Simone Braun,Simone,Braun,Simone Braun,,
61644,foaf:Person,,,,Philippe Breton,Philippe,Breton,Philippe Breton,,
62260,foaf:Person,,,,François Briatte,François,Briatte,François Briatte,,
61489,foaf:Person,,,,Stéphanie Bridoux,Stéphanie,Bridoux,Stéphanie Bridoux,,
61530,foaf:Person,,,,Jacques Bril,Jacques,Bril,Jacques Bril,,
62541,foaf:Person,,,,M. Anne Britt,M. Anne,Britt,M. Anne Britt,,
62660,foaf:Person,,,,Christian Brodhag,Christian,Brodhag,Christian Brodhag,,
61774,foaf:Person,,,,Christine Brooke-Rose,Christine,Brooke-Rose,Christine Brooke-Rose,,
61490,foaf:Person,,,,Frédérique Bros,Frédérique,Bros,Frédérique Bros,,
61136,foaf:Person,,10,10,Evelyne Broudoux,Evelyne,Broudoux,Evelyne Broudoux,,
61813,foaf:Person,,,,Aurélie Brouwers,Aurélie,Brouwers,Aurélie Brouwers,,
62187,foaf:Person,,,,Denis Bruckmann,Denis,Bruckmann,Denis Bruckmann,,
61864,foaf:Person,,,,Eric Bruillard,Eric,Bruillard,Eric Bruillard,,
62166,foaf:Person,,,,Gaspard Brun,Gaspard,Brun,Gaspard Brun,,
62432,foaf:Person,,,,Juliette Brun,Juliette,Brun,Juliette Brun,,
541213,foaf:Person,,10,,Roger Brunet,Roger,Brunet,Roger Brunet,,
61201,foaf:Person,,,,Émilie Zum Brunn,Émilie Zum,Brunn,Émilie Zum Brunn,,
299914,foaf:Person,,,,Christopher L. Buckley,Christopher L.,Buckley,Christopher L. Buckley,,
61968,foaf:Person,,,,Ève Anne Bühler,Ève Anne,Bühler,Ève Anne Bühler,,
62787,foaf:Person,,,,Quang Vu Bui,Quang Vu,Bui,Quang Vu Bui,,
61950,foaf:Person,,,,Stéphanie Buisine,Stéphanie,Buisine,Stéphanie Buisine,,
62555,foaf:Person,,,,Anne-Lorraine Bujon,Anne-Lorraine,Bujon,Anne-Lorraine Bujon,,
62665,foaf:Person,,,,N. D. Burgess,N. D.,Burgess,N. D. Burgess,,
61451,foaf:Person,,,,Federica Burini,Federica,Burini,Federica Burini,,
61077,foaf:Person,,,,Michael Burke,Michael,Burke,Michael Burke,,
61852,foaf:Person,,,,J.-M. Burkhardt,J.-M.,Burkhardt,J.-M. Burkhardt,,
61892,foaf:Person,,,,Réginald Burton,Réginald,Burton,Réginald Burton,,
61667,foaf:Person,,,,Larry Busbea,Larry,Busbea,Larry Busbea,,
62682,foaf:Person,,,,Stuart H.M. Butchart,Stuart H.M.,Butchart,Stuart H.M. Butchart,,
62468,foaf:Person,,,,Rajkumar Buyya,Rajkumar,Buyya,Rajkumar Buyya,,
62372,foaf:Person,,,,Liliana Cabral,Liliana,Cabral,Liliana Cabral,,
62596,foaf:Person,,,,Serge Cacaly,Serge,Cacaly,Serge Cacaly,,
61553,foaf:Person,,,,Alain Cadix,Alain,Cadix,Alain Cadix,,
61168,foaf:Person,,70,,John Cage,John,Cage,John Cage,,
61033,foaf:Person,,20,,Jean-Pierre Cahier,Jean-Pierre,Cahier,Jean-Pierre Cahier,,
62217,foaf:Person,,,,Sébastien Caillault,Sébastien,Caillault,Sébastien Caillault,,
61639,foaf:Person,,,,Alain Caillé,Alain,Caillé,Alain Caillé,,
61725,foaf:Person,,,,Isabelle Cailleau,Isabelle,Cailleau,Isabelle Cailleau,,
61614,foaf:Person,,,,Ronan de Calan,Ronan de,Calan,Ronan de Calan,,
61923,foaf:Person,,,,Lisette Calderan,Lisette,Calderan,Lisette Calderan,,
62616,foaf:Person,,30,,Michel Callon,Michel,Callon,Michel Callon,,
62628,foaf:Person,,,,Juan Carlos Valverde Campos,Juan Carlos Valverde,Campos,Juan Carlos Valverde Campos,,
61711,foaf:Person,,,,Georges Canguilhem,Georges,Canguilhem,Georges Canguilhem,,
61276,foaf:Person,,,,André Canonne,André,Canonne,André Canonne,,
62087,foaf:Person,,,,Gilles Caporossi,Gilles,Caporossi,Gilles Caporossi,,
61602,foaf:Person,,,,Marie-Haude Caraës,Marie-Haude,Caraës,Marie-Haude Caraës,,
61961,foaf:Person,,,,Valérie Carayol,Valérie,Carayol,Valérie Carayol,,
61384,foaf:Person,,,,Pierre Carbone,Pierre,Carbone,Pierre Carbone,,
62172,foaf:Person,,,,Stuart K. Card,Stuart K.,Card,Stuart K. Card,,
61633,foaf:Person,,30,,Alain Cardon,Alain,Cardon,Alain Cardon,,
